Seq39	Seq1	95.000	20	1	0	1	20	1	20	2.54e-05	32.2
Seq40	Seq1	87.097	31	4	0	229	259	229	259	9.93e-05	30.2
Seq41	Seq1	90.909	22	2	0	2	23	2	23	4.09e-04	28.2
Seq42	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq43	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq44	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq45	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq46	Seq1	95.000	20	1	0	1	20	1	20	2.64e-05	32.2
Seq47	Seq1	100.000	13	0	0	132	144	131	143	0.002	26.3
Seq48	Seq1	87.097	31	4	0	226	256	229	259	9.77e-05	30.2
Seq49	Seq1	94.118	17	1	0	228	244	229	245	0.002	26.3
Seq50	Seq1	90.476	21	2	0	4	24	4	24	0.002	26.3
Seq51	Seq1	100.000	12	0	0	99	110	99	110	0.006	24.3
Seq52	Seq1	99.720	357	1	0	1	357	1	357	0.0	700
Seq53	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq54	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq55	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq56	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq57	Seq1	100.000	10	0	0	138	147	132	141	0.097	20.3
Seq58	Seq1	100.000	15	0	0	1	15	1	15	9.77e-05	30.2
Seq59	Seq1	93.333	15	1	0	322	336	316	330	0.024	22.3
Seq60	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq61	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq62	Seq1	95.000	20	1	0	1	20	1	20	2.45e-05	32.2
Seq63	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq64	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq65	Seq1	95.000	20	1	0	1	20	1	20	2.47e-05	32.2
Seq66	Seq1	91.304	23	2	0	1	23	1	23	1.01e-04	30.2
Seq67	Seq1	93.750	16	1	0	312	327	315	330	0.006	24.3
Seq68	Seq1	100.000	11	0	0	2	12	2	12	0.026	22.3
Seq69	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq70	Seq1	100.000	12	0	0	1	12	1	12	0.007	24.3
Seq71	Seq1	100.000	11	0	0	136	146	133	143	0.025	22.3
Seq72	Seq1	95.000	20	1	0	1	20	1	20	2.47e-05	32.2
Seq73	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq74	Seq1	91.667	24	2	0	1	24	1	24	2.68e-05	32.2
Seq75	Seq1	100.000	15	0	0	1	15	1	15	1.00e-04	30.2
Seq76	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq77	Seq1	100.000	12	0	0	99	110	99	110	0.006	24.3
Seq78	Seq1	100.000	9	0	0	15	23	15	23	0.38	18.3
Seq79	Seq1	100.000	9	0	0	4	12	4	12	0.40	18.3
Seq80	Seq1	95.000	20	1	0	1	20	1	20	2.39e-05	32.2
Seq81	Seq1	100.000	10	0	0	138	147	132	141	0.099	20.3
Seq82	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq83	Seq1	100.000	12	0	0	99	110	99	110	0.006	24.3
Seq84	Seq1	100.000	10	0	0	309	318	29	38	0.099	20.3
Seq85	Seq1	93.333	15	1	0	325	339	316	330	0.024	22.3
Seq86	Seq1	100.000	10	0	0	138	147	132	141	0.097	20.3
Seq87	Seq1	95.000	20	1	0	1	20	1	20	2.41e-05	32.2
Seq88	Seq1	91.304	23	2	0	1	23	1	23	1.07e-04	30.2
Seq89	Seq1	95.000	20	1	0	1	20	1	20	2.47e-05	32.2
Seq90	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq91	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq92	Seq1	94.444	18	1	0	79	96	79	96	3.96e-04	28.2
Seq93	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq94	Seq1	93.750	16	1	0	5	20	5	20	0.007	24.3
Seq95	Seq1	100.000	12	0	0	99	110	99	110	0.006	24.3
Seq96	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq97	Seq1	91.304	23	2	0	1	23	1	23	1.01e-04	30.2
Seq98	Seq1	100.000	15	0	0	1	15	1	15	1.02e-04	30.2
Seq99	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq100	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq101	Seq1	100.000	15	0	0	1	15	1	15	1.02e-04	30.2
Seq102	Seq1	90.476	21	2	0	4	24	4	24	0.002	26.3
Seq103	Seq1	90.476	21	2	0	4	24	4	24	0.002	26.3
Seq104	Seq1	86.957	23	3	0	1	23	1	23	0.024	22.3
Seq105	Seq1	100.000	15	0	0	1	15	1	15	1.01e-04	30.2
Seq106	Seq1	94.444	18	1	0	79	96	79	96	3.86e-04	28.2
Seq107	Seq1	91.304	23	2	0	1	23	1	23	1.00e-04	30.2
Seq108	Seq1	95.000	20	1	0	1	20	1	20	2.62e-05	32.2
Seq109	Seq1	100.000	15	0	0	1	15	1	15	9.68e-05	30.2
Seq110	Seq1	100.000	11	0	0	235	245	235	245	0.024	22.3
Seq111	Seq1	88.889	18	2	0	124	141	124	141	0.097	20.3
Seq112	Seq1	95.000	20	1	0	1	20	1	20	2.41e-05	32.2
Seq113	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq114	Seq1	100.000	10	0	0	138	147	132	141	0.095	20.3
Seq115	Seq1	90.909	22	2	0	2	23	2	23	3.83e-04	28.2
Seq116	Seq1	93.333	15	1	0	325	339	316	330	0.024	22.3
Seq117	Seq1	100.000	10	0	0	138	147	132	141	0.098	20.3
Seq118	Seq1	95.000	20	1	0	1	20	1	20	2.51e-05	32.2
Seq119	Seq1	93.750	16	1	0	5	20	5	20	0.006	24.3
Seq120	Seq1	88.889	18	2	0	124	141	124	141	0.096	20.3
Seq121	Seq1	95.652	23	1	0	1	23	1	23	4.11e-07	38.2
Seq122	Seq1	100.000	11	0	0	1	11	1	11	0.024	22.3
Seq123	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq124	Seq1	100.000	15	0	0	1	15	1	15	1.03e-04	30.2
Seq125	Seq1	88.889	18	2	0	124	141	124	141	0.10	20.3
Seq126	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq127	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq128	Seq1	94.444	18	1	0	79	96	79	96	3.96e-04	28.2
Seq129	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq130	Seq1	95.000	20	1	0	1	20	1	20	2.49e-05	32.2
Seq131	Seq1	100.000	15	0	0	1	15	1	15	1.05e-04	30.2
Seq132	Seq1	100.000	12	0	0	99	110	99	110	0.006	24.3
Seq133	Seq1	94.444	18	1	0	79	96	79	96	3.83e-04	28.2
Seq134	Seq1	93.750	16	1	0	324	339	315	330	0.006	24.3
Seq135	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq136	Seq1	100.000	10	0	0	138	147	132	141	0.097	20.3
Seq137	Seq1	86.957	23	3	0	237	259	237	259	0.024	22.3
Seq138	Seq1	95.000	20	1	0	1	20	1	20	2.42e-05	32.2
Seq139	Seq1	100.000	15	0	0	1	15	1	15	1.02e-04	30.2
Seq140	Seq1	95.000	20	1	0	1	20	1	20	2.62e-05	32.2
Seq141	Seq1	86.957	23	3	0	1	23	1	23	0.025	22.3
Seq142	Seq1	90.909	22	2	0	2	23	2	23	3.93e-04	28.2
Seq143	Seq1	100.000	9	0	0	133	141	133	141	0.37	18.3
Seq144	Seq1	95.000	20	1	0	1	20	1	20	2.45e-05	32.2
Seq145	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq146	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq147	Seq1	91.304	23	2	0	1	23	1	23	9.85e-05	30.2
Seq148	Seq1	90.476	21	2	0	4	24	4	24	0.001	26.3
Seq149	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq150	Seq1	100.000	15	0	0	1	15	1	15	1.05e-04	30.2
Seq151	Seq1	89.474	19	2	0	2	20	5	23	0.024	22.3
Seq152	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq153	Seq1	99.720	357	1	0	1	357	1	357	0.0	700
Seq154	Seq1	95.000	20	1	0	1	20	1	20	2.58e-05	32.2
Seq155	Seq1	91.304	23	2	0	1	23	1	23	1.01e-04	30.2
Seq156	Seq1	95.000	20	1	0	1	20	1	20	2.51e-05	32.2
Seq157	Seq1	95.000	20	1	0	1	20	1	20	2.47e-05	32.2
Seq158	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq159	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq160	Seq1	90.000	20	2	0	4	23	4	23	0.006	24.3
Seq161	Seq1	90.476	21	2	0	4	24	4	24	0.002	26.3
Seq162	Seq1	95.000	20	1	0	1	20	1	20	2.62e-05	32.2
Seq163	Seq1	100.000	10	0	0	138	147	132	141	0.096	20.3
Seq164	Seq1	100.000	9	0	0	38	46	130	138	0.37	18.3
Seq165	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq166	Seq1	90.909	22	2	0	2	23	2	23	3.93e-04	28.2
Seq167	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq168	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq169	Seq1	91.667	24	2	0	1	24	1	24	2.51e-05	32.2
Seq170	Seq1	95.000	20	1	0	1	20	1	20	2.58e-05	32.2
Seq171	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq172	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq173	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq174	Seq1	95.000	20	1	0	1	20	1	20	2.39e-05	32.2
Seq175	Seq1	90.909	22	2	0	2	23	2	23	3.96e-04	28.2
Seq176	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq177	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq178	Seq1	95.000	20	1	0	1	20	1	20	2.60e-05	32.2
Seq179	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq180	Seq1	95.000	20	1	0	1	20	1	20	2.68e-05	32.2
Seq181	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq182	Seq1	95.000	20	1	0	1	20	1	20	2.43e-05	32.2
Seq183	Seq1	100.000	11	0	0	2	12	2	12	0.026	22.3
Seq184	Seq1	91.304	23	2	0	1	23	1	23	1.04e-04	30.2
Seq185	Seq1	94.444	18	1	0	337	354	313	330	4.09e-04	28.2
Seq186	Seq1	91.304	23	2	0	1	23	1	23	9.93e-05	30.2
Seq187	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq188	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq189	Seq1	90.476	21	2	0	4	24	4	24	0.001	26.3
Seq190	Seq1	94.118	17	1	0	226	242	229	245	0.002	26.3
Seq191	Seq1	95.000	20	1	0	1	20	1	20	2.60e-05	32.2
Seq192	Seq1	100.000	9	0	0	133	141	133	141	0.38	18.3
Seq193	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq194	Seq1	94.444	18	1	0	79	96	79	96	3.93e-04	28.2
Seq195	Seq1	100.000	12	0	0	3	14	16	5	0.006	24.3
Seq196	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq197	Seq1	95.000	20	1	0	1	20	1	20	2.56e-05	32.2
Seq198	Seq1	95.000	20	1	0	1	20	1	20	2.60e-05	32.2
Seq199	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq200	Seq1	95.000	20	1	0	1	20	1	20	2.58e-05	32.2
Seq201	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq202	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq203	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq204	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq205	Seq1	86.957	23	3	0	1	23	1	23	0.024	22.3
Seq206	Seq1	90.909	22	2	0	2	23	2	23	3.96e-04	28.2
Seq207	Seq1	88.889	18	2	0	124	141	124	141	0.096	20.3
Seq208	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq209	Seq1	94.118	17	1	0	228	244	229	245	0.002	26.3
Seq210	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq211	Seq1	87.097	31	4	0	229	259	229	259	9.77e-05	30.2
Seq212	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq213	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq214	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq215	Seq1	94.444	18	1	0	79	96	79	96	3.96e-04	28.2
Seq216	Seq1	95.000	20	1	0	1	20	1	20	2.51e-05	32.2
Seq217	Seq1	94.444	18	1	0	79	96	79	96	4.02e-04	28.2
Seq218	Seq1	95.000	20	1	0	1	20	1	20	2.51e-05	32.2
Seq219	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq220	Seq1	95.000	20	1	0	1	20	1	20	2.45e-05	32.2
Seq221	Seq1	100.000	15	0	0	1	15	1	15	9.68e-05	30.2
Seq222	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq223	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq224	Seq1	100.000	13	0	0	128	140	131	143	0.002	26.3
Seq225	Seq1	87.097	31	4	0	226	256	229	259	1.03e-04	30.2
Seq226	Seq1	100.000	9	0	0	4	12	4	12	0.37	18.3
Seq227	Seq1	95.652	23	1	0	1	23	1	23	4.21e-07	38.2
Seq228	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq229	Seq1	91.667	24	2	0	1	24	1	24	2.41e-05	32.2
Seq230	Seq1	90.000	20	2	0	1	20	1	20	0.007	24.3
Seq231	Seq1	95.000	20	1	0	1	20	1	20	2.49e-05	32.2
Seq232	Seq1	95.000	20	1	0	1	20	1	20	2.43e-05	32.2
Seq233	Seq1	95.000	20	1	0	1	20	1	20	2.54e-05	32.2
Seq234	Seq1	90.000	20	2	0	4	23	4	23	0.006	24.3
Seq235	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq236	Seq1	95.000	20	1	0	1	20	1	20	2.58e-05	32.2
Seq237	Seq1	100.000	15	0	0	1	15	1	15	9.77e-05	30.2
Seq238	Seq1	95.000	20	1	0	1	20	1	20	2.54e-05	32.2
Seq239	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq240	Seq1	94.444	18	1	0	76	93	79	96	3.83e-04	28.2
Seq241	Seq1	94.118	17	1	0	229	245	229	245	0.001	26.3
Seq242	Seq1	95.000	20	1	0	1	20	1	20	2.60e-05	32.2
Seq243	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq244	Seq1	94.444	18	1	0	79	96	79	96	3.99e-04	28.2
Seq245	Seq1	93.750	16	1	0	339	354	315	330	0.006	24.3
Seq246	Seq1	95.000	20	1	0	1	20	1	20	2.56e-05	32.2
Seq247	Seq1	95.652	23	1	0	1	23	1	23	4.21e-07	38.2
Seq248	Seq1	94.444	18	1	0	79	96	79	96	4.12e-04	28.2
Seq249	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq250	Seq1	90.476	21	2	0	4	24	4	24	0.002	26.3
Seq251	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq252	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq253	Seq1	90.476	21	2	0	4	24	4	24	0.002	26.3
Seq254	Seq1	91.667	24	2	0	1	24	1	24	2.56e-05	32.2
Seq255	Seq1	94.444	18	1	0	79	96	79	96	4.09e-04	28.2
Seq256	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq257	Seq1	93.750	16	1	0	309	324	315	330	0.006	24.3
Seq258	Seq1	93.333	15	1	0	1	15	1	15	0.024	22.3
Seq259	Seq1	100.000	12	0	0	1	12	1	12	0.007	24.3
Seq260	Seq1	100.000	12	0	0	269	280	15	4	0.005	24.3
Seq261	Seq1	93.750	16	1	0	324	339	315	330	0.006	24.3
Seq262	Seq1	91.304	23	2	0	1	23	1	23	9.77e-05	30.2
Seq263	Seq1	100.000	9	0	0	133	141	133	141	0.36	18.3
Seq264	Seq1	93.750	16	1	0	5	20	5	20	0.006	24.3
Seq265	Seq1	94.444	18	1	0	316	333	313	330	3.86e-04	28.2
Seq266	Seq1	91.304	23	2	0	1	23	1	23	9.77e-05	30.2
Seq267	Seq1	94.118	17	1	0	226	242	229	245	0.002	26.3
Seq268	Seq1	100.000	10	0	0	138	147	132	141	0.100	20.3
Seq269	Seq1	90.476	21	2	0	4	24	4	24	0.001	26.3
Seq270	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq271	Seq1	95.000	20	1	0	1	20	1	20	2.58e-05	32.2
Seq272	Seq1	100.000	15	0	0	1	15	1	15	1.04e-04	30.2
Seq273	Seq1	88.889	18	2	0	270	287	264	281	0.094	20.3
Seq274	Seq1	95.000	20	1	0	1	20	1	20	2.58e-05	32.2
Seq275	Seq1	95.000	20	1	0	1	20	1	20	2.60e-05	32.2
Seq276	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq277	Seq1	100.000	12	0	0	99	110	99	110	0.006	24.3
Seq278	Seq1	100.000	10	0	0	138	147	132	141	0.098	20.3
Seq279	Seq1	100.000	8	0	0	5	12	5	12	1.5	16.4
Seq280	Seq1	93.750	16	1	0	306	321	315	330	0.006	24.3
Seq281	Seq1	91.667	24	2	0	1	24	1	24	2.51e-05	32.2
Seq282	Seq1	93.333	15	1	0	325	339	316	330	0.024	22.3
Seq283	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq284	Seq1	88.889	18	2	0	124	141	124	141	0.099	20.3
Seq285	Seq1	100.000	10	0	0	138	147	132	141	0.095	20.3
Seq286	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq287	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq288	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq289	Seq1	95.000	20	1	0	1	20	1	20	2.58e-05	32.2
Seq290	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq291	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq292	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq293	Seq1	86.957	23	3	0	1	23	1	23	0.025	22.3
Seq294	Seq1	95.652	23	1	0	1	23	1	23	3.97e-07	38.2
Seq295	Seq1	100.000	15	0	0	1	15	1	15	1.00e-04	30.2
Seq296	Seq1	100.000	15	0	0	1	15	1	15	9.68e-05	30.2
Seq297	Seq1	88.889	18	2	0	124	141	124	141	0.096	20.3
Seq298	Seq1	94.444	18	1	0	124	141	124	141	3.89e-04	28.2
Seq299	Seq1	91.667	24	2	0	1	24	1	24	2.47e-05	32.2
Seq300	Seq1	100.000	355	0	0	1	355	1	355	0.0	704
Seq301	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq302	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq303	Seq1	95.000	20	1	0	1	20	1	20	2.54e-05	32.2
Seq304	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq305	Seq1	100.000	11	0	0	2	12	2	12	0.026	22.3
Seq306	Seq1	91.304	23	2	0	1	23	1	23	1.05e-04	30.2
Seq307	Seq1	90.909	22	2	0	2	23	2	23	3.99e-04	28.2
Seq308	Seq1	91.667	24	2	0	1	24	1	24	2.47e-05	32.2
Seq309	Seq1	91.304	23	2	0	1	23	1	23	9.85e-05	30.2
Seq310	Seq1	94.444	18	1	0	79	96	79	96	4.02e-04	28.2
Seq311	Seq1	87.097	31	4	0	229	259	229	259	1.04e-04	30.2
Seq312	Seq1	95.000	20	1	0	1	20	1	20	2.41e-05	32.2
Seq313	Seq1	95.000	20	1	0	1	20	1	20	2.51e-05	32.2
Seq314	Seq1	88.889	18	2	0	124	141	124	141	0.096	20.3
Seq315	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq316	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq317	Seq1	100.000	12	0	0	3	14	16	5	0.006	24.3
Seq318	Seq1	100.000	9	0	0	4	12	4	12	0.40	18.3
Seq319	Seq1	94.118	17	1	0	229	245	229	245	0.001	26.3
Seq320	Seq1	95.000	20	1	0	1	20	1	20	2.60e-05	32.2
Seq321	Seq1	95.652	23	1	0	1	23	1	23	3.97e-07	38.2
Seq322	Seq1	84.091	44	7	0	1	44	1	44	2.45e-05	32.2
Seq323	Seq1	94.444	18	1	0	76	93	79	96	3.86e-04	28.2
Seq324	Seq1	90.909	22	2	0	277	298	274	295	4.02e-04	28.2
Seq325	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq326	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq327	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq328	Seq1	91.304	23	2	0	1	23	1	23	9.68e-05	30.2
Seq329	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq330	Seq1	100.000	10	0	0	138	147	132	141	0.094	20.3
Seq331	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq332	Seq1	87.097	31	4	0	229	259	229	259	9.52e-05	30.2
Seq333	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq334	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq335	Seq1	95.000	20	1	0	1	20	1	20	2.43e-05	32.2
Seq336	Seq1	95.000	20	1	0	1	20	1	20	2.45e-05	32.2
Seq337	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq338	Seq1	88.889	18	2	0	261	278	264	281	0.099	20.3
Seq339	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq340	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq341	Seq1	94.118	17	1	0	229	245	229	245	0.002	26.3
Seq342	Seq1	91.304	23	2	0	2	24	2	24	1.04e-04	30.2
Seq343	Seq1	88.889	18	2	0	124	141	124	141	0.099	20.3
Seq344	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq345	Seq1	100.000	9	0	0	14	22	15	23	0.39	18.3
Seq346	Seq1	91.667	24	2	0	1	24	1	24	2.54e-05	32.2
Seq347	Seq1	91.667	24	2	0	1	24	1	24	2.54e-05	32.2
Seq348	Seq1	91.304	23	2	0	1	23	1	23	9.93e-05	30.2
Seq349	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq350	Seq1	100.000	11	0	0	2	12	2	12	0.026	22.3
Seq351	Seq1	95.000	20	1	0	1	20	1	20	2.45e-05	32.2
Seq352	Seq1	100.000	13	0	0	131	143	131	143	0.001	26.3
Seq353	Seq1	93.750	16	1	0	315	330	315	330	0.006	24.3
Seq354	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq355	Seq1	94.444	18	1	0	79	96	79	96	3.99e-04	28.2
Seq356	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq357	Seq1	100.000	10	0	0	138	147	132	141	0.099	20.3
Seq358	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq359	Seq1	87.097	31	4	0	229	259	229	259	9.93e-05	30.2
Seq360	Seq1	93.750	16	1	0	321	336	315	330	0.006	24.3
Seq361	Seq1	100.000	11	0	0	2	12	2	12	0.024	22.3
Seq362	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq363	Seq1	90.476	21	2	0	4	24	4	24	0.002	26.3
Seq364	Seq1	100.000	10	0	0	138	147	132	141	0.099	20.3
Seq365	Seq1	100.000	11	0	0	2	12	2	12	0.025	22.3
Seq366	Seq1	95.000	20	1	0	1	20	1	20	2.54e-05	32.2
Seq367	Seq1	95.000	20	1	0	1	20	1	20	2.37e-05	32.2
Seq368	Seq1	100.000	13	0	0	137	149	131	143	0.002	26.3
Seq369	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq370	Seq1	95.652	23	1	0	1	23	1	23	4.11e-07	38.2
Seq371	Seq1	100.000	12	0	0	1	12	1	12	0.006	24.3
Seq372	Seq1	100.000	13	0	0	131	143	131	143	0.002	26.3
Seq373	Seq1	95.833	24	1	0	1	24	1	24	1.06e-07	40.1
Seq374	Seq1	95.000	20	1	0	1	20	1	20	2.41e-05	32.2
Seq375	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
Seq376	Seq1	91.667	24	2	0	1	24	1	24	2.60e-05	32.2
Seq377	Seq1	90.000	20	2	0	1	20	1	20	0.006	24.3
